date,sample_period,village,household,specimen_id,sample_id,cryo_id,coliform,chicken_breed,box_number,isolate_number,drug_code,drug_name,drug_class,halo_ring,round_halo_ring,drug_result,result_category
12-Jun-15,0,0,2,15-6-P-H2-C2-1,C2P2.1,77.1,mu_pos,0,,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.01,27,0,
2-Jul-15,1,1,8,15-7-T-H8-C2-3,2C8P2.3,68.3,mu_pos,0,4,3,C,Chloramphenicol,Chloramphenicol,27.02,27,0,
12-Jun-15,0,1,7,15-6-T-H7-C5-3,C7P5.3,55.3,mu_pos,0,,3,CTX,cefotaxime,beta-lactam,27.02,27,0,
12-Jun-15,0,0,4,15-6-P-H4-C2-1,C4P2.1,87.1,mu_pos,0,,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.04,27,0,
2-Jul-15,1,1,10,15-7-T-H10-C6-2,2C10P6.2,85.2,mu_pos,0,4,2,G,sulfisoxazole,sulfonamide,27.04,27,0,
12-Jun-15,0,0,7,15-6-P-H7-C4-2,C7P4.2,104.2,mu_pos,0,,2,CTX,cefotaxime,beta-lactam,27.05,27,0,
2-Jul-15,1,1,6,15-7-T-H6-B6-1,2C6B6.1,53.1,mu_pos,1,3,1,ENO,enrofloxacin ,fluoroquinolone,27.05,27,0,
12-Jun-15,0,1,8,15-6-T-H8-C3-1,C8P3.1,58.1,mu_pos,0,,1,CTX,cefotaxime,beta-lactam,27.06,27,0,
12-Jun-15,0,0,3,15-6-P-H3-C4-3,C3P4.3,84.3,mu_pos,0,,3,CTX,cefotaxime,beta-lactam,27.06,27,0,
12-Jun-15,0,0,2,15-6-P-H2-C2-1,C2P2.2,77.2,mu_pos,0,,2,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.06,27,0,
12-Jun-15,0,0,3,15-6-P-H3-C2-1,C3P2.1,82.1,mu_pos,0,,1,ENO,enrofloxacin ,fluoroquinolone,27.06,27,0,
12-Jun-15,0,0,7,15-6-P-H7-C5-3,C7P5.3,105.3,mu_pos,0,,3,CTX,cefotaxime,beta-lactam,27.08,27,0,
12-Jun-15,0,0,9,15-6-P-H9-C2-3,C9P2.3,112.3,mu_pos,0,,3,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.08,27,0,
12-Jun-15,0,1,9,15-6-T-H9-C4-2,C9P4.2,64.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,27.09,27,0,
12-Jun-15,0,1,10,15-6-T-H10-C1-1,C10P1.1,66.1,mu_pos,0,,1,ENO,enrofloxacin ,fluoroquinolone,27.09,27,0,
12-Jun-15,0,1,10,15-6-T-H10-C2-1,C10P2.1,67.1,mu_pos,0,,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.1,27,0,
2-Jul-15,1,1,3,15-7-T-H3-C9-3,2C3P9.3,33.3,mu_pos,0,2,3,G,sulfisoxazole,sulfonamide,27.1,27,0,
12-Jun-15,0,0,9,15-6-P-H9-C5-2,C9P5.2,115.2,mu_pos,0,,2,Te,tetracycline,tetracycline,27.11,27,0,
12-Jun-15,0,0,9,15-6-P-H9-C5-2,C9P5.2,115.2,mu_pos,0,,2,G,sulfisoxazole,sulfonamide,27.11,27,0,
2-Jul-15,1,1,3,15-7-T-H3-C7-1,2C3P7.1,31.1,mu_pos,0,2,1,C,Chloramphenicol,Chloramphenicol,27.13,27,0,
12-Jun-15,0,0,4,15-6-P-H4-C3-2,C4P3.2,88.2,mu_pos,0,,2,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.14,27,0,
12-Jun-15,0,1,8,15-6-T-H8-C1-3,C8P1.3,56.3,mu_pos,0,,3,CTX,cefotaxime,beta-lactam,27.15,27,0,
2-Jul-15,1,1,1,15-7-T-H1-C3-3,2C1P3.3,2.3,mu_pos,0,1,3,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.16,27,0,
12-Jun-15,0,1,9,15-6-T-H9-C4-1,C9P4.1,64.1,mu_pos,0,,1,ENO,enrofloxacin ,fluoroquinolone,27.16,27,0,
12-Jun-15,0,0,4,15-6-P-H4-C2-2,C4P2.2,87.2,mu_pos,0,,2,C,Chloramphenicol,Chloramphenicol,27.17,27,0,
12-Jun-15,0,1,10,15-6-T-H10-C3-1,C10P3.1,68.1,mu_pos,0,,1,CIP,ciprofloxacin,fluoroquinolone,27.17,27,0,
10-Jun-15,0,1,5,15-6-T-H5-C4-2,C5P4.2,34.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,27.17,27,0,
2-Jul-15,1,1,9,15-7-T-H9-C7-2,2C9P7.2,76.2,mu_pos,0,4,2,Te,tetracycline,tetracycline,27.19,27,0,
10-Jun-15,0,1,1,15-6-T-H1-C5-3,C1P5.3,15.3,mu_pos,0,,3,CTX,cefotaxime,beta-lactam,27.2,27,0,
2-Jul-15,1,1,6,15-7-T-H6-B8-2,2C6B8.2,55.2,mu_pos,1,3,2,ENO,enrofloxacin ,fluoroquinolone,27.2,27,0,
2-Jul-15,1,1,9,15-7-T-H9-C8-1,2C9P8.1,77.1,mu_pos,0,4,1,Te,tetracycline,tetracycline,27.22,27,0,
12-Jun-15,0,0,7,15-6-P-H7-C3-2,C7P3.2,103.2,mu_pos,0,,2,CTX,cefotaxime,beta-lactam,27.23,27,0,
2-Jul-15,1,1,1,15-7-T-H1-C5-1,2C1P5.1,4.1,mu_pos,0,1,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.23,27,0,
2-Jul-15,1,1,10,15-7-T-H10-C7-1,2C10P7.1,86.1,mu_pos,0,4,1,G,sulfisoxazole,sulfonamide,27.23,27,0,
2-Jul-15,1,1,6,15-7-T-H6-B10-1,2C6B10.1,57.1,mu_pos,1,3,1,CIP,ciprofloxacin,fluoroquinolone,27.24,27,0,
12-Jun-15,0,1,8,15-6-T-H8-C4-2,C8P4.2,59.2,mu_pos,0,,2,CIP,ciprofloxacin,fluoroquinolone,27.25,27,0,
2-Jul-15,1,1,7,15-7-T-H7-C2-3,2C7P2.3,59.3,mu_pos,0,3,3,CIP,ciprofloxacin,fluoroquinolone,27.25,27,0,
12-Jun-15,0,0,5,15-6-P-H5-C4-2,C5P4.2,93.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,27.25,27,0,
10-Jun-15,0,1,1,15-6-T-H1-C3-3,C1P3.3,13.3,mu_pos,0,,3,CTX,cefotaxime,beta-lactam,27.26,27,0,
10-Jun-15,0,1,6,15-6-T-H6-C3-2,C6P3.2,38.2,mu_pos,0,,2,CTX,cefotaxime,beta-lactam,27.26,27,0,
10-Jun-15,0,1,5,15-6-T-H5-C5-3,C5P5.3,35.3,mu_pos,0,,3,CIP,ciprofloxacin,fluoroquinolone,27.26,27,0,
12-Jun-15,0,0,4,15-6-P-H4-C2-3,C4P2.3,87.3,mu_pos,0,,3,ENO,enrofloxacin ,fluoroquinolone,27.26,27,0,
12-Jun-15,0,0,9,15-6-T-H1-C1-1,C1P1.1,11.1,mu_pos,0,,1,C,Chloramphenicol,Chloramphenicol,27.27,27,0,
12-Jun-15,0,1,7,15-6-T-H7-C5-2,C7P5.2,55.2,mu_pos,0,,2,CTX,cefotaxime,beta-lactam,27.27,27,0,
10-Jun-15,0,1,4,15-6-T-H4-C4-3,C4P4.3,29.3,mu_neg,0,,3,CIP,ciprofloxacin,fluoroquinolone,27.28,27,0,
12-Jun-15,0,0,2,15-6-P-H2-C4-3,C2P4.3,79.3,mu_pos,0,,3,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.28,27,0,
10-Jun-15,0,1,2,15-6-T-H2-C5-1,C2P5.1,20.1,mu_pos,0,,1,ENO,enrofloxacin ,fluoroquinolone,27.28,27,0,
12-Jun-15,0,0,3,15-6-P-H3-C5-1,C3P5.1,85.1,mu_pos,0,,1,CIP,ciprofloxacin,fluoroquinolone,27.31,27,0,
12-Jun-15,0,0,2,15-6-P-H2-C1-2,C2P1.2,76.2,mu_pos,0,,2,G,sulfisoxazole,sulfonamide,27.31,27,0,
2-Jul-15,1,1,10,15-7-T-H10-C1-2,2C10P1.2,80.2,mu_pos,0,4,2,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.32,27,0,
10-Jun-15,0,1,2,15-6-T-H2-C4-1,C2P4.1,19.1,mu_neg,0,,1,CIP,ciprofloxacin,fluoroquinolone,27.33,27,0,
12-Jun-15,0,0,9,15-6-P-H9-C1-3,C9P1.3,111.3,mu_pos,0,,1,CIP,ciprofloxacin,fluoroquinolone,27.33,27,0,
2-Jul-15,1,1,5,15-7-T-H5-C1-1,2C5P1.1,43.1,mu_pos,0,2,1,CIP,ciprofloxacin,fluoroquinolone,27.34,27,0,
12-Jun-15,0,0,2,15-6-P-H2-C2-3,C2P2.3,77.3,mu_pos,0,,3,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.34,27,0,
2-Jul-15,1,1,6,15-7-T-H6-B3-2,2C6B3.2,50.2,mu_pos,1,3,2,CIP,ciprofloxacin,fluoroquinolone,27.35,27,0,
12-Jun-15,0,0,1,15-6-P-H1-C4-2,C1P4.2,74.2,mu_pos,0,,2,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.35,27,0,
2-Jul-15,1,1,1,15-7-T-H1-C5-3,2C1P5.3,4.3,mu_pos,0,1,3,C,Chloramphenicol,Chloramphenicol,27.36,27,0,
2-Jul-15,1,1,10,15-7-T-H10-C6-2,2C10P6.2,85.2,mu_pos,0,4,2,C,Chloramphenicol,Chloramphenicol,27.36,27,0,
2-Jul-15,1,1,10,15-7-T-H10-C6-3,2C10P6.3,85.3,mu_pos,0,4,3,C,Chloramphenicol,Chloramphenicol,27.37,27,0,
10-Jun-15,0,1,3,15-6-T-H3-C2-2,C3P2.2,22.2,mu_pos,0,,2,CTX,cefotaxime,beta-lactam,27.37,27,0,
12-Jun-15,0,0,6,15-6-P-H6-C5-3,C6P5.3,100.3,mu_pos,0,,3,CTX,cefotaxime,beta-lactam,27.37,27,0,
12-Jun-15,0,0,10,15-6-T-H1-C2-2,C1P2.2,12.2,mu_pos,0,,2,CIP,ciprofloxacin,fluoroquinolone,27.37,27,0,
12-Jun-15,0,0,6,15-6-P-H6-C3-3,C6P3.3,98.3,mu_pos,0,,3,CIP,ciprofloxacin,fluoroquinolone,27.37,27,0,
12-Jun-15,0,0,3,15-6-P-H3-C2-2,C3P2.2,82.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,27.37,27,0,
12-Jun-15,0,0,7,15-6-P-H7-C4-2,C7P4.2,104.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,27.37,27,0,
12-Jun-15,0,0,4,15-6-P-H4-C4-1,C4P1.1,86.1,mu_pos,0,,1,CIP,ciprofloxacin,fluoroquinolone,27.38,27,0,
2-Jul-15,1,1,2,15-7-T-H2-C4-3,2C2P4.3,22.3,mu_pos,0,2,3,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.38,27,0,
12-Jun-15,0,0,4,15-6-P-H4-C2-1,C4P2.1,87.1,mu_pos,0,,1,CTX,cefotaxime,beta-lactam,27.39,27,0,
12-Jun-15,0,0,4,15-6-P-H4-C4-1,C4P1.1,86.1,mu_pos,0,,1,ENO,enrofloxacin ,fluoroquinolone,27.39,27,0,
12-Jun-15,0,0,9,15-6-P-H9-C2-2,C9P2.2,112.2,mu_pos,0,,2,CTX,cefotaxime,beta-lactam,27.4,27,0,
12-Jun-15,0,0,7,15-6-P-H7-C4-2,C7P4.2,104.2,mu_pos,0,,2,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.4,27,0,
12-Jun-15,0,0,10,15-6-P-H10-C1-3,C10P1.3,116.3,mu_pos,0,,3,G,sulfisoxazole,sulfonamide,27.4,27,0,
10-Jun-15,0,1,5,15-6-T-H5-C1-1,C5P1.1,31.1,mu_neg,0,,1,ENO,enrofloxacin ,fluoroquinolone,27.43,27,0,
12-Jun-15,0,0,10,15-6-P-H10-C3-2,C10P3.2,118.2,mu_pos,0,,2,C,Chloramphenicol,Chloramphenicol,27.44,27,0,
2-Jul-15,1,1,1,15-7-T-H1-C4-2,2C1P4.2,3.2,mu_pos,0,1,2,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.44,27,0,
2-Jul-15,1,1,9,15-7-T-H9-C7-1,2C9P7.1,76.1,mu_pos,0,4,1,Te,tetracycline,tetracycline,27.44,27,0,
2-Jul-15,1,1,10,15-7-T-H10-C7-2,2C10P7.2,86.2,mu_pos,0,4,2,G,sulfisoxazole,sulfonamide,27.44,27,0,
2-Jul-15,1,1,7,15-7-T-H7-C7-3,2C7P7.3,63.3,mu_pos,0,3,3,CTX,cefotaxime,beta-lactam,27.46,27,0,
2-Jul-15,1,1,7,15-7-T-H7-C9-1,2C7P9.1,65.1,mu_pos,0,3,1,CIP,ciprofloxacin,fluoroquinolone,27.46,27,0,
2-Jul-15,1,1,5,15-7-T-H5-C4-3,2C5P4.3,46.3,mu_pos,0,3,2,G,sulfisoxazole,sulfonamide,27.46,27,0,
12-Jun-15,0,0,7,15-6-P-H7-C2-2,C7P2.2,102.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,27.46,27,0,
2-Jul-15,1,1,1,15-7-T-H1-B2-1,2C1B2.1,11.1,mu_pos,1,1,1,AM,ampicillin,beta-lactam,27.47,27,0,
12-Jun-15,0,0,3,15-6-P-H3-C2-1,C3P2.1,82.1,mu_pos,0,,1,CIP,ciprofloxacin,fluoroquinolone,27.47,27,0,
12-Jun-15,0,0,9,15-6-T-H1-C1-3,C1P1.3,11.3,mu_pos,0,,3,ENO,enrofloxacin ,fluoroquinolone,27.47,27,0,
2-Jul-15,1,1,2,15-7-T-H2-C4-1,2C2P4.1,22.1,mu_pos,0,1,1,C,Chloramphenicol,Chloramphenicol,27.48,27,0,
12-Jun-15,0,0,7,15-6-P-H7-C5-1,C7P5.1,105.1,mu_pos,0,,1,CTX,cefotaxime,beta-lactam,27.48,27,0,
12-Jun-15,0,1,10,15-6-T-H10-C3-2,C10P3.2,68.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,27.48,27,0,
2-Jul-15,1,1,1,15-7-T-H1-C9-3,2C1P9.3,8.3,mu_pos,0,1,3,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.49,27,0,
2-Jul-15,1,1,1,15-7-T-H1-B10-2,2C1B10.2,19.2,mu_pos,1,1,2,Te,tetracycline,tetracycline,27.49,27,0,
12-Jun-15,0,0,8,15-6-P-H8-C1-2,C8P1.2,106.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,27.49,27,0,
10-Jun-15,0,1,2,15-6-T-H2-C5-2,C2P5.2,20.2,mu_pos,0,,2,CTX,cefotaxime,beta-lactam,27.5,28,0,
10-Jun-15,0,1,5,15-6-T-H5-C3-1,C5P3.1,33.1,mu_pos,0,,1,CIP,ciprofloxacin,fluoroquinolone,27.5,28,0,
2-Jul-15,1,1,6,15-7-T-H6-B6-1,2C6B6.1,53.1,mu_pos,1,3,1,C,Chloramphenicol,Chloramphenicol,27.51,28,0,
2-Jul-15,1,1,9,15-7-T-H9-C2-1,2C9P2.1,71.1,mu_pos,0,4,1,C,Chloramphenicol,Chloramphenicol,27.51,28,0,
10-Jun-15,0,1,4,15-6-T-H4-C4-1,C4P2.1,27.1,mu_pos,0,,1,CTX,cefotaxime,beta-lactam,27.51,28,0,
10-Jun-15,0,1,1,15-6-T-H1-C3-2,C1P3.2,13.2,mu_pos,0,,2,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.51,28,0,
12-Jun-15,0,0,6,15-6-P-H6-C4-1,C6P4.1,99.1,mu_pos,0,,1,ENO,enrofloxacin ,fluoroquinolone,27.51,28,0,
2-Jul-15,1,1,4,15-7-T-H4-C2-1,2C4P2.1,36.1,mu_pos,0,2,1,CIP,ciprofloxacin,fluoroquinolone,27.52,28,0,
12-Jun-15,0,0,4,15-6-P-H4-C2-2,C4P2.2,87.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,27.52,28,0,
2-Jul-15,1,1,6,15-7-T-H6-B8-2,2C6B8.2,55.2,mu_pos,1,3,2,AMC,amoxicillin-clavulanate,beta-lactam,27.53,28,0,
12-Jun-15,0,0,6,15-6-P-H6-C2-2,C6P2.2,97.2,mu_pos,0,,2,CTX,cefotaxime,beta-lactam,27.53,28,0,
2-Jul-15,1,1,1,15-7-T-H1-B7-2,2C1B7.2,16.2,mu_pos,1,1,2,CTX,cefotaxime,beta-lactam,27.54,28,0,
10-Jun-15,0,1,2,15-6-T-H2-C3-3,C2P3.3,18.3,mu_pos,0,,3,CIP,ciprofloxacin,fluoroquinolone,27.54,28,0,
12-Jun-15,0,0,4,15-6-P-H5-C1-3,C5P1.3,90.3,mu_pos,0,,3,CIP,ciprofloxacin,fluoroquinolone,27.54,28,0,
12-Jun-15,0,0,9,15-6-P-H9-C5-3,C9P5.3,115.3,mu_pos,0,,3,G,sulfisoxazole,sulfonamide,27.55,28,0,
10-Jun-15,0,1,4,15-6-T-H4-C4-1,C4P1.1,26.1,mu_neg,0,,1,CTX,cefotaxime,beta-lactam,27.56,28,0,
12-Jun-15,0,1,10,15-6-T-H10-C4-3,C10P4.3,69.3,mu_pos,0,,3,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.56,28,0,
12-Jun-15,0,0,1,15-6-P-H1-C5-1,C1P5.1,75.1,mu_pos,0,,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.57,28,0,
10-Jun-15,0,1,1,15-6-T-H1-C4-3,C1P4.3,14.3,mu_pos,0,,3,ENO,enrofloxacin ,fluoroquinolone,27.57,28,0,
12-Jun-15,0,0,6,15-6-P-H6-C5-2,C6P5.2,100.2,mu_pos,0,,2,CIP,ciprofloxacin,fluoroquinolone,27.58,28,0,
2-Jul-15,1,1,9,15-7-T-H9-C4-2,2C9P4.2,73.2,mu_pos,0,4,2,Te,tetracycline,tetracycline,27.58,28,0,
2-Jul-15,1,1,3,15-7-T-H3-C10-3,2C3P10.3,34.3,mu_pos,0,2,3,ENO,enrofloxacin ,fluoroquinolone,27.58,28,0,
2-Jul-15,1,1,6,15-7-T-H6-B3-1,2C6B3.1,50.1,mu_pos,1,3,1,ENO,enrofloxacin ,fluoroquinolone,27.58,28,0,
10-Jun-15,0,1,3,15-6-T-H3-C5-1,C3P5.1,25.1,mu_pos,0,,1,CTX,cefotaxime,beta-lactam,27.59,28,0,
2-Jul-15,1,1,9,15-7-T-H9-C8-2,2C9P8.2,77.2,mu_pos,0,4,2,Te,tetracycline,tetracycline,27.59,28,0,
12-Jun-15,0,0,4,15-6-P-H4-C4-2,C4P1.2,86.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,27.59,28,0,
12-Jun-15,0,0,8,15-6-P-H8-C2-1,C8P2.1,107.1,mu_pos,0,,1,CTX,cefotaxime,beta-lactam,27.6,28,0,
12-Jun-15,0,0,7,15-6-P-H7-C2-3,C7P2.3,102.3,mu_pos,0,,3,ENO,enrofloxacin ,fluoroquinolone,27.61,28,0,
12-Jun-15,0,0,10,15-6-P-H10-C3-2,C10P3.2,118.2,mu_pos,0,,2,AMC,amoxicillin-clavulanate,beta-lactam,27.62,28,0,
2-Jul-15,1,1,1,15-7-T-H1-B2-1,2C1B2.1,11.1,mu_pos,1,1,1,ENO,enrofloxacin ,fluoroquinolone,27.62,28,0,
2-Jul-15,1,1,4,15-7-T-H4-C4-3,2C4P4.3,38.3,mu_pos,0,2,3,CTX,cefotaxime,beta-lactam,27.63,28,0,
2-Jul-15,1,1,7,15-7-T-H7-C2-2,2C7P2.2,59.2,mu_pos,0,3,2,CIP,ciprofloxacin,fluoroquinolone,27.63,28,0,
12-Jun-15,0,1,9,15-6-T-H9-C4-1,C9P4.1,64.1,mu_pos,0,,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.63,28,0,
12-Jun-15,0,0,3,15-6-P-H3-C4-3,C3P4.3,84.3,mu_pos,0,,3,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.63,28,0,
2-Jul-15,1,1,3,15-7-T-H3-C5-3,2C3P5.3,29.3,mu_pos,0,2,3,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.63,28,0,
10-Jun-15,0,1,3,15-6-T-H3-C5-2,C3P5.2,25.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,27.63,28,0,
2-Jul-15,1,1,3,15-7-T-H3-C4-3,2C3P4.3,28.3,mu_pos,0,2,3,CTX,cefotaxime,beta-lactam,27.64,28,0,
2-Jul-15,1,1,5,15-7-T-H5-C2-2,2C5P2.2,44.2,mu_pos,0,2,2,CTX,cefotaxime,beta-lactam,27.65,28,0,
12-Jun-15,0,0,8,15-6-P-H8-C2-2,C8P2.2,107.2,mu_pos,0,,2,CIP,ciprofloxacin,fluoroquinolone,27.65,28,0,
2-Jul-15,1,1,3,15-7-T-H3-C1-2,2C3P1.2,25.2,mu_pos,0,2,2,ENO,enrofloxacin ,fluoroquinolone,27.65,28,0,
2-Jul-15,1,1,7,15-7-T-H7-C4-1,2C7P4.1,61.1,mu_pos,0,3,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.66,28,0,
12-Jun-15,0,1,6,15-6-T-H6-B2-3,C6B2.3,42.3,mu_pos,1,,3,CTX,cefotaxime,beta-lactam,27.68,28,0,
2-Jul-15,1,1,1,15-7-T-H1-B3-1,2C1B3.1,12.1,mu_pos,1,1,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.68,28,0,
12-Jun-15,0,0,7,15-6-P-H7-C4-1,C7P4.1,104.1,mu_pos,0,,1,CTX,cefotaxime,beta-lactam,27.71,28,0,
10-Jun-15,0,1,5,15-6-T-H5-C2-1,C5P2.1,32.3,mu_pos,0,,3,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.71,28,0,
2-Jul-15,1,1,5,15-7-T-H5-C1-2,2C5P1.2,43.2,mu_pos,0,2,2,CTX,cefotaxime,beta-lactam,27.73,28,0,
10-Jun-15,0,1,2,15-6-T-H2-C1-1,C2P1.1,16.1,mu_pos,0,,1,CTX,cefotaxime,beta-lactam,27.76,28,0,
2-Jul-15,1,1,7,15-7-T-H7-C7-2,2C7P7.2,63.2,mu_pos,0,3,2,CTX,cefotaxime,beta-lactam,27.76,28,0,
12-Jun-15,0,1,6,15-6-T-H6-B4-3,C6B4.3,44.3,mu_pos,1,,3,CTX,cefotaxime,beta-lactam,27.78,28,0,
2-Jul-15,1,1,3,15-7-T-H3-C1-1,2C3P1.1,25.1,mu_pos,0,2,1,CTX,cefotaxime,beta-lactam,27.78,28,0,
2-Jul-15,1,1,7,15-7-T-H7-C2-3,2C7P2.3,59.3,mu_pos,0,3,3,CTX,cefotaxime,beta-lactam,27.78,28,0,
2-Jul-15,1,1,9,15-7-T-H9-C8-2,2C9P8.2,77.2,mu_pos,0,4,2,C,Chloramphenicol,Chloramphenicol,27.8,28,0,
12-Jun-15,0,0,7,15-6-P-H7-C3-1,C7P3.1,103.1,mu_pos,0,,1,CIP,ciprofloxacin,fluoroquinolone,27.8,28,0,
2-Jul-15,1,1,5,15-7-T-H5-C3-1,2C5P3.1,45.1,mu_pos,0,3,2,G,sulfisoxazole,sulfonamide,27.8,28,0,
10-Jun-15,0,1,2,15-6-T-H2-C2-1,C2P2.1,17.1,mu_pos,0,,1,ENO,enrofloxacin ,fluoroquinolone,27.8,28,0,
10-Jun-15,0,1,1,15-6-T-H1-B7-3,C1B7.3,7.3,mu_neg,1,,3,ENO,enrofloxacin ,fluoroquinolone,27.81,28,0,
12-Jun-15,0,1,6,15-6-T-H6-B9-1,C6B9.1,49.1,mu_pos,1,,1,CIP,ciprofloxacin,fluoroquinolone,27.82,28,0,
12-Jun-15,0,0,4,15-6-P-H4-C4-1,C4P4.1,89.1,mu_pos,0,,1,CIP,ciprofloxacin,fluoroquinolone,27.82,28,0,
12-Jun-15,0,1,9,15-6-T-H9-C1-2,C9P1.2,61.2,mu_pos,0,,2,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.82,28,0,
2-Jul-15,1,1,9,15-7-T-H9-C7-2,2C9P7.2,76.2,mu_pos,0,4,2,C,Chloramphenicol,Chloramphenicol,27.83,28,0,
2-Jul-15,1,1,5,15-7-T-H5-C2-3,2C5P2.3,44.3,mu_pos,0,2,3,CTX,cefotaxime,beta-lactam,27.85,28,0,
12-Jun-15,0,0,9,15-6-P-H9-C3-3,C9P3.3,113.3,mu_pos,0,,3,CTX,cefotaxime,beta-lactam,27.87,28,0,
2-Jul-15,1,1,7,15-7-T-H7-C8-3,2C7P8.3,64.3,mu_pos,0,3,3,CTX,cefotaxime,beta-lactam,27.87,28,0,
12-Jun-15,0,0,9,15-6-P-H9-C5-2,C9P5.2,115.2,mu_pos,0,,2,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.88,28,0,
2-Jul-15,1,1,9,15-7-T-H9-C1-1,2C9P1.1,70.1,mu_pos,0,4,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.88,28,0,
10-Jun-15,0,1,1,15-6-T-H1-B4-3,C1B4.3,4.3,1,1,,3,ENO,enrofloxacin ,fluoroquinolone,27.91,28,0,
2-Jul-15,1,1,7,15-7-T-H7-C9-3,2C7P9.3,65.3,mu_pos,0,3,3,CIP,ciprofloxacin,fluoroquinolone,27.91,28,0,
12-Jun-15,0,1,6,15-6-T-H6-B10-2,C6B10.2,50.2,mu_pos,1,,2,CTX,cefotaxime,beta-lactam,27.92,28,0,
2-Jul-15,1,1,1,15-7-T-H1-B3-3,2C1B3.3,12.3,mu_pos,1,1,3,CTX,cefotaxime,beta-lactam,27.93,28,0,
2-Jul-15,1,1,7,15-7-T-H7-C4-2,2C7P4.2,61.2,mu_pos,0,3,2,G,sulfisoxazole,sulfonamide,27.93,28,0,
12-Jun-15,0,1,9,15-6-T-H9-C1-3,C9P1.3,61.3,mu_pos,0,,3,CTX,cefotaxime,beta-lactam,27.94,28,0,
2-Jul-15,1,1,7,15-7-T-H7-C2-1,2C7P2.1,59.1,mu_pos,0,3,1,CIP,ciprofloxacin,fluoroquinolone,27.94,28,0,
12-Jun-15,0,0,8,15-6-P-H8-C2-2,C8P2.2,107.2,mu_pos,0,,2,CTX,cefotaxime,beta-lactam,27.95,28,0,
10-Jun-15,0,1,2,15-6-T-H2-C4-2,C2P4.2,19.2,mu_pos,0,,2,CTX,cefotaxime,beta-lactam,27.98,28,0,
10-Jun-15,0,1,5,15-6-T-H5-C2-2,C5P2.2,32.2,mu_pos,0,,2,CTX,cefotaxime,beta-lactam,27.98,28,0,
10-Jun-15,0,1,3,15-6-T-H3-C4-1,C3P4.1,24.1,mu_neg,0,,1,CIP,ciprofloxacin,fluoroquinolone,27.98,28,0,
12-Jun-15,0,0,4,15-6-P-H4-C4-3,C4P4.3,89.3,mu_pos,0,,3,CIP,ciprofloxacin,fluoroquinolone,27.98,28,0,
12-Jun-15,0,1,9,15-6-T-H9-C5-2,C9P5.2,65.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,27.98,28,0,
2-Jul-15,1,1,1,15-7-T-H1-B1-1,2C1B1.1,10.1,mu_pos,1,1,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,27.99,28,0,
12-Jun-15,0,0,10,15-6-P-H10-C2-2,C10P2.2,117.2,mu_pos,0,,2,ENO,enrofloxacin ,fluoroquinolone,28,28,0,
10-Jun-15,0,1,4,15-6-T-H4-C4-3,C4P3.3,27.3,mu_pos,0,,3,CTX,cefotaxime,beta-lactam,28.01,28,0,
